pin,slack
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_buff[113]:CLK,9358
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_buff[113]:D,13863
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_buff[113]:Q,9358
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_buff[113]:SLn,4269
SmartBert_Core_0_0/SB_VER_GEN_0/SLE_RX_LANE2_ERR_CNT[8]:ALn,
SmartBert_Core_0_0/SB_VER_GEN_0/SLE_CPZ_VERSION[3]:ALn,
SmartBert_Core_0_0/SB_VER_GEN_0/SLE_CPZ_VERSION[3]:CLK,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_108_1.SUM_0_a2[0]:A,5496
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_108_1.SUM_0_a2[0]:B,4670
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_108_1.SUM_0_a2[0]:C,5388
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_108_1.SUM_0_a2[0]:D,4450
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_108_1.SUM_0_a2[0]:Y,4450
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[9]:A,11416
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[9]:B,11286
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[9]:C,8646
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[9]:D,8602
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[9]:Y,8602
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_5[32]:A,12712
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_5[32]:B,14315
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_5[32]:C,3065
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_5[32]:D,3431
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_5[32]:Y,3065
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0[74]:A,801
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0[74]:B,-80
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0[74]:C,12710
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0[74]:D,12612
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0[74]:Y,-80
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv[31]:A,4364
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv[31]:B,-190
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv[31]:C,14266
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv[31]:D,14158
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv[31]:Y,-190
SmartBert_Core_0_0/SB_VER_GEN_0/SLE_RX_LANE0_ERR_CNT[15]:ALn,
SmartBert_Core_0_0/SB_VER_GEN_0/SLE_RX_LANE0_ERR_CNT[15]:CLK,
SmartBert_Core_0_0/SB_VER_GEN_0/SLE_RX_LANE0_ERR_CNT[15]:D,7107
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_105_1.CO1:A,7174
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_105_1.CO1:B,7132
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_105_1.CO1:C,6177
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_105_1.CO1:Y,6177
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/_l6.un40_prbs9_i_0:A,10841
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/_l6.un40_prbs9_i_0:B,11687
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/_l6.un40_prbs9_i_0:Y,10841
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/PRBS_ERR_CNT_RNO[31]:B,2365
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/PRBS_ERR_CNT_RNO[31]:C,14180
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/PRBS_ERR_CNT_RNO[31]:CC,1744
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/PRBS_ERR_CNT_RNO[31]:P,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/PRBS_ERR_CNT_RNO[31]:S,1744
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/PRBS_ERR_CNT_RNO[31]:Y3,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/PRBS_ERR_CNT_RNO[31]:Y3A,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[70]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[70]:CLK,11981
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[70]:D,15099
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[70]:Q,11981
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[70]:SLn,4269
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_18[78]:A,9471
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_18[78]:B,8603
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_18[78]:C,8537
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_18[78]:Y,8537
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_66[74]:A,10070
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_66[74]:B,9202
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_66[74]:C,9136
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_66[74]:Y,9136
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[26]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[26]:CLK,11981
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[26]:D,15099
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[26]:Q,11981
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_reg[26]:SLn,4269
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_80[48]:A,13470
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_80[48]:B,11481
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_80[48]:C,9174
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_80[48]:Y,9174
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_80[26]:A,13470
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_80[26]:B,11481
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_80[26]:C,9169
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_80[26]:Y,9169
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[16]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[16]:CLK,4399
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[16]:D,-146
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[16]:Q,4399
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[78]:A,2324
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[78]:B,13502
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[78]:C,3079
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[78]:Y,2324
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23[4]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23[4]:CLK,12588
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23[4]:D,2140
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23[4]:Q,12588
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_70[4]:A,10364
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_70[4]:B,8598
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_70[4]:C,8532
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_70[4]:Y,8532
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs9[14]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs9[14]:CLK,11969
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs9[14]:D,2140
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs9[14]:Q,11969
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7[42]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7[42]:CLK,13488
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7[42]:D,2146
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7[42]:Q,13488
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_18[57]:A,9466
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_18[57]:B,8598
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_18[57]:C,8532
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_18[57]:Y,8532
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5[77]:A,13484
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5[77]:B,14303
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5[77]:C,3065
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5[77]:D,3431
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5[77]:Y,3065
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_RNO[21]:A,2324
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_RNO[21]:B,13461
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_RNO[21]:C,3079
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_RNO[21]:Y,2324
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23[53]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23[53]:CLK,12813
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23[53]:D,2324
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23[53]:Q,12813
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align[48]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align[48]:CLK,8772
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align[48]:D,3541
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align[48]:Q,8772
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/RX_ALIGN14_0_a3_0_a2_0_a2_53:A,8902
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/RX_ALIGN14_0_a3_0_a2_0_a2_53:B,8861
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/RX_ALIGN14_0_a3_0_a2_0_a2_53:C,8779
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/RX_ALIGN14_0_a3_0_a2_0_a2_53:D,8715
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/RX_ALIGN14_0_a3_0_a2_0_a2_53:Y,8715
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[46]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[46]:CLK,3682
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[46]:D,-80
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[46]:Q,3682
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_34[7]:A,9536
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_34[7]:B,8668
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_34[7]:C,8602
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_34[7]:Y,8602
SmartBert_Core_0_0/SB_VER_GEN_0/SLE_RX_LANE2_ERR_CNT[5]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5_i_x4_0_x4[37]:A,13558
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5_i_x4_0_x4[37]:B,13547
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5_i_x4_0_x4[37]:Y,13547
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_111_1.SUM_0_a2_0[1]:A,4566
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_111_1.SUM_0_a2_0[1]:B,4529
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_111_1.SUM_0_a2_0[1]:C,4463
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_111_1.SUM_0_a2_0[1]:D,3536
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_111_1.SUM_0_a2_0[1]:Y,3536
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5_i_0_x4[41]:A,13432
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5_i_0_x4[41]:B,13395
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs7_5_i_0_x4[41]:Y,13395
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_45_1.CO0:A,3639
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_45_1.CO0:B,3602
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_45_1.CO0:C,3536
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/N_45_1.CO0:Y,3536
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_31[42]:A,8569
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_31[42]:B,12045
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_31[42]:C,8471
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_31[42]:Y,8471
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31_5[58]:A,13559
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31_5[58]:B,14303
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31_5[58]:C,3065
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31_5[58]:D,3431
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31_5[58]:Y,3065
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_30[56]:A,11246
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_30[56]:B,8635
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_30[56]:C,8569
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_30[56]:Y,8569
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/TX_DATA_5_2_i_0[26]:A,11729
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/TX_DATA_5_2_i_0[26]:B,11670
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/TX_DATA_5_2_i_0[26]:Y,11670
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31[59]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31[59]:CLK,13488
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31[59]:D,2294
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs31[59]:Q,13488
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_38[1]:A,10309
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_38[1]:B,8543
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_38[1]:C,8477
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_38[1]:Y,8477
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align[4]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align[4]:CLK,9688
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align[4]:D,3475
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align[4]:Q,9688
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/TX_DATA_12_m2_2_1[38]:A,12526
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/TX_DATA_12_m2_2_1[38]:B,12501
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/TX_DATA_12_m2_2_1[38]:C,12331
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/TX_DATA_12_m2_2_1[38]:D,2705
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_GEN_0/TX_DATA_12_m2_2_1[38]:Y,2705
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[20]:A,13389
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[20]:B,14303
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[20]:C,3065
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[20]:D,3431
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/prbs23_RNO[20]:Y,3065
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0_0_1[8]:A,3586
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0_0_1[8]:B,-14
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0_0_1[8]:C,13471
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0_0_1[8]:D,13373
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_0_0_1[8]:Y,-14
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[58]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[58]:CLK,3612
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[58]:D,-80
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits[58]:Q,3612
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_align_pos[1]:ALn,
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_align_pos[1]:CLK,10265
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_align_pos[1]:D,1638
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_align_pos[1]:Q,10265
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_RNO[1]:A,11893
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_RNO[1]:B,-80
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_RNO[1]:C,11849
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/err_bits_7_iv_0_RNO[1]:Y,-80
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_84[62]:A,8471
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_84[62]:B,3541
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_84[62]:C,13812
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_84[62]:D,9174
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_84[62]:Y,3541
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[4]:A,11416
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[4]:B,11286
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[4]:C,8646
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[4]:D,8602
SmartBert_Core_0_0/SB_GEN_CHKR_0/SB_PRBS_CHKR_0/rx_data_align_84_62_1[4]:Y,8602
SmartBert_Core_0_0/PF_XCVR_0/LANE0:PCS_ARST_N,
SmartBert_Core_0_0/PF_XCVR_0/LANE0:PMA_ARST_N,
SmartBert_Core_0_0/PF_XCVR_0/LANE0:REF_CLK_P,
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_CLK_R,
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[0],13795
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[10],13919
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[11],13917
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[12],13882
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[13],13891
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[14],13914
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[15],13923
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[16],13891
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[17],13908
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[18],13893
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[19],13887
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[1],13812
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[20],13904
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[21],13870
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[22],13872
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[23],13897
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[24],13919
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[25],13884
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[26],13892
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[27],13874
SmartBert_Core_0_0/PF_XCVR_0/LANE0:RX_DATA[28],13897
